"","fineff.theta_hat","fineff.theta_ci_low","fineff.theta_ci_high","soc_eff.theta_hat","soc_eff.theta_ci_low","soc_eff.theta_ci_high","finsoc_eff.theta_hat","finsoc_eff.theta_ci_low","finsoc_eff.theta_ci_high"
"1983",0.10896307282194,0.104280750355527,0.109378859213166,0.641118535619881,0.639002465204427,0.641644743436762,0.6412135511545,0.638985537766422,0.641309273571267
"1984",0.106541037317423,0.102503426851303,0.106681535180621,0.650767057341845,0.648954993125171,0.651362277405344,0.650852941985252,0.648955687423251,0.651047784363212
"1985",0.107311066545534,0.102597801678356,0.107775020938571,0.650517458589179,0.648302192871359,0.651051908522237,0.65057784847494,0.648251772375964,0.650708254033927
"1986",0.111289770187459,0.105731424454422,0.112470280604756,0.643386862280047,0.640241421684786,0.643984719336737,0.643469969472864,0.640194795396027,0.643593824647821
"1987",0.108410020318723,0.10466753739855,0.108128160178312,0.64136923284374,0.639941988809448,0.641724510962763,0.641515530932952,0.639970784482006,0.641668683130598
"1988",0.109940008554173,0.10575367598958,0.110093504429799,0.631661330771906,0.629872936234717,0.632231499117141,0.631807087384467,0.629866075501265,0.631982713381278
"1989",0.114066508155512,0.107557735574299,0.115699884198922,0.631293173395469,0.626886227906063,0.631893435172942,0.631516184029419,0.627124885942926,0.63166888300601
"1990",0.125701749335756,0.122574109453017,0.124677734131126,0.6755,0.673999181177939,0.675213107975538,0.6755,0.673420617412682,0.674696981850241
"1991",0.118992081882586,0.116469281822754,0.11772809048958,0.64985,0.649248166354612,0.649841672893349,0.64985,0.64881324188075,0.649642646989721
"1992",0.118349998131228,0.115844248787292,0.117098611728806,0.6751,0.674467141710708,0.675103937941145,0.6751,0.674112769682361,0.674945548508446
"1993",0.124060356304095,0.12134898103868,0.12263820651004,0.65405,0.65323731545695,0.654047137364954,0.65405,0.65223134621481,0.653617767405328
"1994",0.118931909152415,0.11632732883995,0.117603234027988,0.68715,0.686571005538921,0.687126988164052,0.68715,0.686149991991467,0.686997232326794
"1995",0.103317885502905,0.100247655259923,0.102604361091841,0.71545,0.715034465187259,0.715386618546533,0.71545,0.714918277307486,0.715386635981666
"1996",0.103317885502905,0.100247655259923,0.102604361091841,0.71545,0.715064361189118,0.715382518563799,0.71545,0.714954560193233,0.7153792524728
"1997",0.0944184526420855,0.0893739652740068,0.0945463087911396,0.86395,0.863576411890375,0.863857777602796,0.86395,0.863577826033053,0.86387804724585
"1998",0.0863017068253873,0.0819561915599651,0.0856621134215193,0.7767,0.776387641967681,0.776644444065917,0.7767,0.776369188314938,0.776669769410758
"1999",0.0862090966381827,0.0816568476256465,0.0855169324113032,0.7767,0.77638567728607,0.776642157052445,0.7767,0.776366181811813,0.77667216044938
"2000",0.0925835286737418,0.0887942015887718,0.0920974837555145,0.7767,0.776201625884644,0.776735827179478,0.7767,0.776101187558773,0.776773154235503
"2001",0.0867371873889479,0.0822975500727797,0.0862062319615464,0.7767,0.776395503390758,0.776641438173,0.7767,0.77637927791158,0.776656375551863
"2002",0.086394317012592,0.0827152266637876,0.0859664841647014,0.7767,0.776397400143965,0.776644142831542,0.7767,0.776383045508231,0.776650070743758
"2003",0.0932873391204279,0.0896787321384162,0.0936637717898786,0.94505,0.944377992729692,0.945181374930139,0.94505,0.944227586361353,0.945166537238467
"2004",0.102138602790725,0.0997253850223936,0.101358909459915,0.94505,0.944622995045748,0.945075073678832,0.94505,0.944584281004597,0.945064245149773
"2005",0.102138602790725,0.0997253850223936,0.101358909459915,0.94505,0.944622995045748,0.945075073678832,0.94505,0.944584281004597,0.945064245149773
"2006",0.162451044250625,0.159066233017384,0.160776338865953,0.9449,0.944552692088494,0.944865349317657,0.9449,0.944252269826123,0.944920409433071
"2007",0.162451044250625,0.159066233017384,0.160776338865953,0.9449,0.944552692088494,0.944865349317657,0.9449,0.944252269826123,0.944920409433071
"2008",0.113612683760249,0.111222358890099,0.11244637992884,0.93055,0.93019707272428,0.930516049589609,0.93055,0.930183519570607,0.93050836956887
"2009",0.114185626319342,0.111108657694386,0.113500320518743,0.7801,0.779610227620634,0.780095549059315,0.7801,0.779411112215256,0.780040588053222
